Speaker,gloss1,total_freq
Alex,a,1820
Alex,A,2
Alex,a@l,33
Alex,a_lot,1
Alex,abc's,1
Alex,abee@c,6
Alex,able,3
Alex,aboard,2
Alex,about,340
Alex,above,13
Alex,absolutely,15
Alex,accident,4
Alex,accidents,1
Alex,achoo,12
Alex,across,6
Alex,act,1
Alex,acting,2
Alex,action,1
Alex,actually,1
Alex,adea@c,1
Alex,Adler's,1
Alex,adventures,2
Alex,Advil,1
Alex,afraid,1
Alex,after,75
Alex,afternoon,4
Alex,again,49
Alex,against,1
Alex,aggravated,3
Alex,aggravating,1
Alex,ago,2
Alex,agree,1
Alex,ah,44
Alex,ahead,97
Alex,ahhah,2
Alex,air,3
Alex,airplane,1
Alex,Al,1
Alex,alarm,1
Alex,Alaska,4
Alex,Alex,568
Alex,Alex's,26
Alex,all,319
Alex,All,1
Alex,alligator,5
Alex,almost,22
Alex,alone,9
Alex,along,1
Alex,alphabet,4
Alex,already,18
Alex,alright,357
Alex,alrightie,1
Alex,also,1
Alex,always,14
Alex,am,20
Alex,Amanda,1
Alex,amazing,2
Alex,ambulance,1
Alex,amigo,2
Alex,an,92
Alex,and,796
Alex,angel,4
Alex,angelfish,2
Alex,animal,4
Alex,animals,12
Alex,ankle,1
Alex,another,132
Alex,answer,1
Alex,answered,1
Alex,answering,1
Alex,ant,1
Alex,Anthony,1
Alex,ants,1
Alex,any,30
Alex,anybody,12
Alex,anymore,16
Alex,anyone,2
Alex,anything,25
Alex,anytime,1
Alex,anyway,4
Alex,anywhere,5
Alex,apart,4
Alex,Apatosaurus,1
Alex,apple,74
Alex,apple's,1
Alex,apples,4
Alex,appointment,1
Alex,aqua,1
Alex,aquarium,1
Alex,are,424
Alex,aren't,2
Alex,ark,1
Alex,arm,5
Alex,arms,14
Alex,around,43
Alex,arrow,3
Alex,art,2
Alex,artist,1
Alex,as,30
Alex,ask,4
Alex,asked,2
Alex,asking,2
Alex,asleep,4
Alex,at,212
Alex,ate,8
Alex,attachments,4
Alex,attack,1
Alex,attention,3
Alex,attractive,1
Alex,aunt,1
Alex,auntie,15
Alex,Auntie,6
Alex,auntie's,1
Alex,Auntie_Louise,1
Alex,available,1
Alex,aw,9
Alex,awake,3
Alex,away,83
Alex,awhile,1
Alex,awkwardly,1
Alex,b@l,33
Alex,ba@o,1
Alex,ba_ba_ba_da_ba_da_ba_ba_ba_da_ba_da@si,1
Alex,babies,3
Alex,baby,65
Alex,Baby,1
Alex,baby's,2
Alex,Baby_Einstein,1
Alex,babysat,1
Alex,babysit,1
Alex,back,91
Alex,backwards,12
Alex,bad,4
Alex,badly,1
Alex,badoop@o,1
Alex,bag,25
Alex,bags,1
Alex,bah,2
Alex,bahroom@o,5
Alex,baked,1
Alex,baker,1
Alex,bakes,3
Alex,baking,5
Alex,balance,2
Alex,balancing,2
Alex,balcony,1
Alex,ball,106
Alex,balloon,27
Alex,balloons,23
Alex,balls,7
Alex,bam_bam_a_dam_ba_dammor@si,1
Alex,banana,9
Alex,bananas,21
Alex,band,1
Alex,bandaid,1
Alex,bang,3
Alex,bang@o,4
Alex,banging,5
Alex,bapped@o,1
Alex,bar,1
Alex,barber's,1
Alex,barely,1
Alex,barks,1
Alex,barn,1
Alex,Barney,1
Alex,bars,2
Alex,baseball,4
Alex,basil,2
Alex,basket,6
Alex,basketball,1
Alex,bat,20
Alex,batch,1
Alex,bath,5
Alex,bathroom,3
Alex,bathtub,1
Alex,bats,2
Alex,batteries,5
Alex,battery,4
Alex,battle,1
Alex,bawp@o,6
Alex,be,145
Alex,beach,16
Alex,beads,8
Alex,beak,4
Alex,bean,8
Alex,beans,28
Alex,bear,61
Alex,Bear,1
Alex,Beast,2
Alex,beating,1
Alex,beautiful,22
Alex,Beauty_and_the_Beast,2
Alex,because,135
Alex,bed,3
Alex,Bed,1
Alex,bedroom,1
Alex,bee,34
Alex,beef,2
Alex,been,13
Alex,beep,21
Alex,bees,1
Alex,beets,1
Alex,before,15
Alex,beg,1
Alex,behind,8
Alex,beige,1
Alex,being,9
Alex,believe,7
Alex,bell,9
Alex,bells,2
Alex,belly,5
Alex,belly+ache,1
Alex,belong,5
Alex,belongs,1
Alex,below,13
Alex,belt,1
Alex,Ben,1
Alex,bench,7
Alex,bend,1
Alex,Bernice,3
Alex,berries,2
Alex,Bert,41
Alex,besides,1
Alex,best,9
Alex,Best,1
Alex,bet,1
Alex,Betsy,3
Alex,better,45
Alex,Betty_Lou,2
Alex,between,1
Alex,bibs,1
Alex,bicycle,7
Alex,big,166
Alex,Big,9
Alex,Big_and_Small_Short_and_Tall,2
Alex,Big_Bird,12
Alex,Big_Bird_a,2
Alex,bigger,1
Alex,biggest,1
Alex,bike,3
Alex,Bill,3
Alex,Billy,4
Alex,bin,3
Alex,binkie,1
Alex,bins,1
Alex,bird,66
Alex,Bird,5
Alex,Bird's,1
Alex,birdie,10
Alex,birdies,7
Alex,birds,3
Alex,birdy,12
Alex,birthday,7
Alex,bistle@wp,1
Alex,bit,45
Alex,bite,24
Alex,bites,2
Alex,black,27
Alex,blackberry,1
Alex,blackmail,1
Alex,blame,1
Alex,blanket,4
Alex,bleat,5
Alex,blech,1
Alex,bleh,1
Alex,bless,33
Alex,blob,2
Alex,block,27
Alex,Blockbuster,2
Alex,blocks,51
Alex,bloop@o,6
Alex,blow,9
Alex,blower,1
Alex,blue,229
Alex,blue_a@c,10
Alex,blueberries,1
Alex,blueberry,5
Alex,bluejay,1
Alex,blues,4
Alex,board,5
Alex,boat,18
Alex,boats,3
Alex,Bob,3
Alex,body,2
Alex,boiling,1
Alex,boing,2
Alex,bologna,2
Alex,boo,62
Alex,boo+boos,1
Alex,boobs,1
Alex,book,103
Alex,book's,2
Alex,books,25
Alex,boom,9
Alex,boop,21
Alex,boop@o,1
Alex,boop_boop_be_do_be_doop@si,1
Alex,boopadoo@o,1
Alex,booth,1
Alex,boots,7
Alex,bop,1
Alex,boring,2
Alex,both,4
Alex,bother,2
Alex,bothering,1
Alex,bottom,1
Alex,bought,8
Alex,bounces,3
Alex,bout,2
Alex,bow+tie,2
Alex,bowl,68
Alex,box,38
Alex,Box,1
Alex,boxes,1
Alex,boy,125
Alex,boys,1
Alex,bracelet,13
Alex,brand,5
Alex,bray,3
Alex,bread,11
Alex,break,42
Alex,breakfast,2
Alex,breaking,2
Alex,breaks,1
Alex,breath,2
Alex,breathe,1
Alex,breeze,2
Alex,breezy,2
Alex,bribe,1
Alex,bridge,1
Alex,bright,1
Alex,bring,21
Alex,bringing,1
Alex,broke,34
Alex,broken,20
Alex,broom,3
Alex,broth,1
Alex,brought,1
Alex,brown,51
Alex,Brown,1
Alex,Brown's,1
Alex,brownies,2
Alex,brush,5
Alex,brusha@c,4
Alex,brushes,1
Alex,brushing,2
Alex,bubble,11
Alex,bubbles,22
Alex,bucket,7
Alex,buckle,1
Alex,buddy,1
Alex,bug,2
Alex,bugs,3
Alex,build,14
Alex,builder,1
Alex,building,4
Alex,built,2
Alex,bulldozer,2
Alex,bum,3
Alex,bum_bum_ba_dum_ba_dum@si,3
Alex,bump,1
Alex,bumps,1
Alex,bumpy,1
Alex,bun,2
Alex,bunch,3
Alex,bunnies,7
Alex,bunny,10
Alex,burp,1
Alex,burping,1
Alex,burps,1
Alex,Burt,1
Alex,bury,1
Alex,bus,19
Alex,business,1
Alex,busy,16
Alex,but,147
Alex,butter,8
Alex,butterflies,1
Alex,butterfly,12
Alex,button,11
Alex,buttons,3
Alex,buy,10
Alex,Buy,1
Alex,buying,1
Alex,buzz,7
Alex,by,23
Alex,bye,58
Alex,c@l,23
Alex,C_V_S,2
Alex,cabinet,2
Alex,cabinets,1
Alex,cadet,2
Alex,Caillou,4
Alex,cake,5
Alex,cakes,2
Alex,call,25
Alex,called,24
Alex,calling,11
Alex,calm,16
Alex,came,14
Alex,camera,25
Alex,can,568
Alex,can't,203
Alex,candle,4
Alex,candy,7
Alex,candy+cane,7
Alex,candy+canes,2
Alex,cane,2
Alex,cannot,11
Alex,cans,2
Alex,captain,2
Alex,Captain,2
Alex,car,83
Alex,caramel,1
Alex,card,1
Alex,cardboard,3
Alex,cardinal,1
Alex,cards,14
Alex,care,3
Alex,careful,74
Alex,carefully,1
Alex,cargo,1
Alex,Carlo,6
Alex,Carlos,7
Alex,Carol,2
Alex,carpentry,1
Alex,carpet,1
Alex,carrier,1
Alex,carrot,2
Alex,carrots,3
Alex,carry,3
Alex,carrying,1
Alex,cars,31
Alex,case,4
Alex,castle,1
Alex,cat,18
Alex,catastrophe,1
Alex,catch,13
Alex,caterpillar,2
Alex,caught,3
Alex,cause,7
Alex,caution,1
Alex,Cayou,1
Alex,ceiling,2
Alex,celery,3
Alex,cell,1
Alex,cellar,1
Alex,cereal,14
Alex,certain,1
Alex,chair,52
Alex,chairs,3
Alex,chance,1
Alex,chances,1
Alex,change,11
Alex,changed,5
Alex,character,1
Alex,charge,1
Alex,chatty,1
Alex,cheap,1
Alex,cheapy,2
Alex,cheat,1
Alex,cheated,4
Alex,check,14
Alex,cheep,4
Alex,cheerios,1
Alex,cheese,12
Alex,chef,1
Alex,cherry,1
Alex,chest,3
Alex,chew,57
Alex,chewing,2
Alex,chick,2
Alex,chickaboom@o,2
Alex,chicken,9
Alex,chicks,5
Alex,children,6
Alex,chilly,1
Alex,chin,2
Alex,China,6
Alex,chips,2
Alex,chirp,2
Alex,chirper,2
Alex,chirpie,1
Alex,chirping,3
Alex,chirps,1
Alex,chitchat,1
Alex,chocolate,2
Alex,choice,3
Alex,choke,2
Alex,choo,22
Alex,choose,2
Alex,chop,1
Alex,chrah@o,5
Alex,chreet@o,1
Alex,Christmas,12
Alex,chucked,1
Alex,chuga@o,17
Alex,chugga@o,27
Alex,chummy,3
Alex,cinnamon,5
Alex,circle,61
Alex,circles,6
Alex,circus,1
Alex,clam,3
Alex,class,2
Alex,Claus,1
Alex,clean,81
Alex,cleaning,7
Alex,click,2
Alex,climb,3
Alex,climbing,6
Alex,clip,2
Alex,clock,15
Alex,close,17
Alex,closed,5
Alex,closer,3
Alex,closest,1
Alex,closing,1
Alex,cloth,2
Alex,clothes,11
Alex,cloud,1
Alex,clover,2
Alex,cloves,1
Alex,clown,3
Alex,clowns,1
Alex,coat,1
Alex,cock,1
Alex,coke,1
Alex,cold,16
Alex,collection,1
Alex,college,1
Alex,color,102
Alex,colored,2
Alex,coloring,20
Alex,colors,12
Alex,come,334
Alex,comes,114
Alex,comfortable,2
Alex,coming,29
Alex,compartment,1
Alex,complaining,1
Alex,compromise,1
Alex,computer,2
Alex,concentrate,1
Alex,concentrating,1
Alex,concentration,1
Alex,concrete,1
Alex,conditioner,1
Alex,cone,7
Alex,confused,1
Alex,construction,1
Alex,container,2
Alex,continue,1
Alex,coo,7
Alex,cook,13
Alex,cooked,3
Alex,cookie,35
Alex,Cookie,6
Alex,Cookie's,1
Alex,Cookie_Monster,6
Alex,cookies,15
Alex,cooking,8
Alex,cooks,1
Alex,cool,1
Alex,cooler,1
Alex,cooperate,2
Alex,cooperative,1
Alex,coordinated,1
Alex,coordinating,1
Alex,coral,1
Alex,cord,2
Alex,corner,8
Alex,correctly,1
Alex,costs,1
Alex,cottage,2
Alex,couch,2
Alex,cough,1
Alex,could,69
Alex,couldn't,5
Alex,count,14
Alex,Count,7
Alex,Count_Von_Count,1
Alex,counter,1
Alex,counting,5
Alex,country,1
Alex,couple,14
Alex,course,11
Alex,cousin,1
Alex,cover,4
Alex,covers,1
Alex,cow,14
Alex,cowboy,1
Alex,cows,6
Alex,cozy,3
Alex,crab,3
Alex,crabby,1
Alex,crack,1
Alex,cracker,10
Alex,crackers,2
Alex,cracking,2
Alex,cram,1
Alex,crash,9
Alex,crashed,1
Alex,crashes,1
Alex,crawl,1
Alex,Crayola,1
Alex,crayon,45
Alex,crayons,69
Alex,crazy,7
Alex,cream,14
Alex,creams,1
Alex,creatures,1
Alex,crickets,5
Alex,cried,2
Alex,crooked,1
Alex,cross,2
Alex,crow,7
Alex,crown,1
Alex,crumbs,13
Alex,crummy,3
Alex,crunching,2
Alex,crunchy,4
Alex,crush,10
Alex,crushed,2
Alex,crushing,1
Alex,cry,3
Alex,crying,5
Alex,cucumbers,2
Alex,cuddle,4
Alex,cuddled,1
Alex,cup,23
Alex,cups,19
Alex,curtain,2
Alex,curve,2
Alex,curvy,1
Alex,cut,6
Alex,cute,81
Alex,cutest,1
Alex,cutie,1
Alex,cutouts,1
Alex,cuts,2
Alex,cutter,3
Alex,cutters,2
Alex,cutting,3
Alex,Cynthia,3
Alex,d@l,10
Alex,d_do_dee_do_dee_do@si,1
Alex,Dad,1
Alex,Dada,20
Alex,daddy,3
Alex,Daddy,48
Alex,daddy's,1
Alex,Daddy's,6
Alex,Dalmatian,1
Alex,dance,3
Alex,dancing,3
Alex,dandelion,2
Alex,dangled,1
Alex,dare,1
Alex,dark,8
Alex,darling,2
Alex,David,5
Alex,dawn,2
Alex,Dawn,2
Alex,day,25
Alex,Day,1
Alex,days,4
Alex,dead,1
Alex,deal,3
Alex,death,1
Alex,decide,1
Alex,decorate,2
Alex,decorated,1
Alex,deep,3
Alex,definitely,3
Alex,degrees,2
Alex,dehydrating,1
Alex,delicious,16
Alex,delivering,3
Alex,delivery,2
Alex,department,2
Alex,deserted,1
Alex,design,1
Alex,desperately,1
Alex,destroyed,1
Alex,destructo@wp,1
Alex,dial,2
Alex,dialing,3
Alex,diamond,12
Alex,diaper,1
Alex,diapers,1
Alex,dice,1
Alex,did,233
Alex,didn't,66
Alex,difference,1
Alex,different,17
Alex,dig,2
Alex,digging,1
Alex,digs,1
Alex,ding,2
Alex,dinosaur,11
Alex,dinosaurs,1
Alex,dip,3
Alex,Dipsy,1
Alex,Dipsy's,1
Alex,direct,1
Alex,directions,4
Alex,dirt,11
Alex,dirty,13
Alex,disappear,3
Alex,disappeared,4
Alex,disaster,1
Alex,disgusting,1
Alex,dish,7
Alex,dishes,10
Alex,dishwasher,3
Alex,disk,1
Alex,dive,2
Alex,division,2
Alex,do,630
Alex,do_do_dee_do-dee_do@si,1
Alex,doctor,2
Alex,does,122
Alex,doesn't,60
Alex,dog,41
Alex,doggie,1
Alex,doggies,1
Alex,doggy,1
Alex,dogs,1
Alex,doing,96
Alex,doll,1
Alex,dollar,1
Alex,dolphin,2
Alex,don't,616
Alex,Donald,1
Alex,done,92
Alex,dong,1
Alex,donkeys,4
Alex,doo,47
Alex,doodle,1
Alex,doodley_doomdi@si,1
Alex,doomdi@si,2
Alex,doop@si,1
Alex,doop_doop_da_doo_doo_doo@si,1
Alex,door,9
Alex,doorway,1
Alex,doot@si,1
Alex,dooti@si,1
Alex,Dorothy,16
Alex,Dorothy's,4
Alex,double,1
Alex,doubt,2
Alex,dough,36
Alex,down,161
Alex,downstairs,3
Alex,dragging,1
Alex,dragonfly,1
Alex,drains,1
Alex,draw,8
Alex,drawer,10
Alex,drawing,1
Alex,dreams,1
Alex,dreidel,2
Alex,dressed,1
Alex,dried,2
Alex,drink,30
Alex,dripping,2
Alex,drips,1
Alex,drive,4
Alex,driver,8
Alex,drives,4
Alex,driveway,1
Alex,drool,2
Alex,Droolie,1
Alex,drooling,5
Alex,drooly,1
Alex,drop,7
Alex,dropped,10
Alex,dropping,4
Alex,drum,4
Alex,drumming,2
Alex,drums,4
Alex,drumstick,1
Alex,dry,16
Alex,drying,1
Alex,dub,6
Alex,dubbie@wp,1
Alex,dubby,2
Alex,duck,12
Alex,Duck,1
Alex,duckie,9
Alex,Duckie,2
Alex,duckies,29
Alex,ducks,4
Alex,due,4
Alex,dugadugaduga@o,1
Alex,duh,6
Alex,dum,1
Alex,dum@si,1
Alex,dum_doot@si,1
Alex,dumb,1
Alex,dumdi@si,1
Alex,dump,20
Alex,dumping,2
Alex,during,2
Alex,dust,7
Alex,dusty,2
Alex,dye,1
Alex,E,2
Alex,e@l,26
Alex,each,1
Alex,ear,5
Alex,earlier,2
Alex,early,9
Alex,earring,3
Alex,ears,4
Alex,earth,5
Alex,Easter,6
Alex,easter+eggs,1
Alex,easy,26
Alex,eat,60
Alex,eating,5
Alex,eats,1
Alex,Eddy,4
Alex,ee_aye_ee_aye_oh@si,3
Alex,egg,31
Alex,eggplant,1
Alex,eggs,12
Alex,eh,3
Alex,eight,82
Alex,eighteen,4
Alex,eighth,1
Alex,eights,2
Alex,either,8
Alex,elastic,1
Alex,elbow,4
Alex,elbows,1
Alex,elephant,33
Alex,elephants,5
Alex,eleven,20
Alex,Elmo,139
Alex,Elmo's,29
Alex,else,54
Alex,empty,19
Alex,end,9
Alex,engine,6
Alex,enjoy,2
Alex,enough,22
Alex,entertainment,1
Alex,envelope,2
Alex,equipment,1
Alex,erase,1
Alex,erased,1
Alex,Ernie,53
Alex,Ernie's,2
Alex,errand,1
Alex,errands,2
Alex,escape,1
Alex,established,1
Alex,even,34
Alex,ever,3
Alex,every,12
Alex,everybody,13
Alex,everyone,5
Alex,everything,29
Alex,everything's,2
Alex,everywhere,6
Alex,ewhoops@o,1
Alex,exact,1
Alex,exactly,4
Alex,excellent,21
Alex,excited,4
Alex,excuse,36
Alex,excused,1
Alex,exercise,2
Alex,exhausted,1
Alex,expect,1
Alex,exploded,1
Alex,explosion,1
Alex,expression,1
Alex,extra,6
Alex,eye,6
Alex,eyeball,1
Alex,eyelids,1
Alex,eyes,14
Alex,eyesight,1
Alex,f@l,11
Alex,fa_la_la_la_la_la@si,1
Alex,fabric,5
Alex,fabulous,7
Alex,face,47
Alex,face+cloth,1
Alex,faced,1
Alex,faces,3
Alex,factory,6
Alex,faint,2
Alex,faker,2
Alex,faking,1
Alex,fall,22
Alex,fallen,1
Alex,falling,11
Alex,falls,5
Alex,family,1
Alex,fan,1
Alex,fancy,6
Alex,far,13
Alex,farm,11
Alex,farmer,3
Alex,farmers,2
Alex,fast,26
Alex,faster,2
Alex,fat,1
Alex,father,1
Alex,fault,1
Alex,favorite,12
Alex,feather,4
Alex,Feathersword,1
Alex,feed,5
Alex,feel,21
Alex,feeling,1
Alex,feels,3
Alex,feet,23
Alex,fell,17
Alex,fence,5
Alex,Ferrell,1
Alex,festive,1
Alex,few,9
Alex,field,3
Alex,Fiesta,2
Alex,fifteen,4
Alex,fifth,1
Alex,fifty,2
Alex,figure,6
Alex,figured,1
Alex,fill,4
Alex,filled,4
Alex,filling,1
Alex,film,1
Alex,finally,1
Alex,find,122
Alex,finding,1
Alex,finds,1
Alex,fine,7
Alex,finger,13
Alex,fingers,5
Alex,finish,10
Alex,fire,5
Alex,fire+engine,2
Alex,first,37
Alex,fish,37
Alex,fishes,2
Alex,fishies,3
Alex,fishing,5
Alex,fishy,16
Alex,fit,19
Alex,fits,4
Alex,five,96
Alex,fives,1
Alex,fix,108
Alex,fixed,10
Alex,fixing,5
Alex,flag,7
Alex,flap,2
Alex,flash+cards,7
Alex,flat,11
Alex,flatten,2
Alex,flatter,1
Alex,fleece,1
Alex,flip,5
Alex,floating,2
Alex,floods,1
Alex,floor,35
Alex,Florida,1
Alex,flour,7
Alex,flower,25
Alex,flowers,16
Alex,flown,1
Alex,fly,3
Alex,flying,4
Alex,fold,1
Alex,follow,1
Alex,follows,3
Alex,food,13
Alex,fooled,2
Alex,fooling,1
Alex,foot,10
Alex,foot+ball,5
Alex,football,15
Alex,footprint,2
Alex,footsteps,1
Alex,for,306
Alex,For,1
Alex,forecast,1
Alex,forest,1
Alex,forget,5
Alex,forgetting,1
Alex,forgot,9
Alex,fork,24
Alex,forty,1
Alex,forward,2
Alex,forwards,2
Alex,found,44
Alex,four,148
Alex,fours,1
Alex,fourteen,3
Alex,free,2
Alex,freezing,3
Alex,french+toast,1
Alex,fresh,14
Alex,freshly,5
Alex,freshola@wp,1
Alex,freshy,1
Alex,Frida,3
Alex,Fridays,1
Alex,friend,5
Alex,Friendly's,1
Alex,friends,6
Alex,Friends,1
Alex,frog,10
Alex,froggy,7
Alex,from,44
Alex,front,14
Alex,fruit,5
Alex,frustrated,1
Alex,full,22
Alex,fun,17
Alex,funny,22
Alex,g@l,15
Alex,gaba@o,3
Alex,gabbie,1
Alex,gabbing,1
Alex,game,6
Alex,games,2
Alex,garage,2
Alex,garbage,1
Alex,garden,14
Alex,gas,3
Alex,gasket,1
Alex,gate,4
Alex,gave,13
Alex,gentle,8
Alex,gently,2
Alex,get,577
Alex,gets,4
Alex,getting,34
Alex,ghost,2
Alex,giddyup,2
Alex,gift,5
Alex,Gigi,53
Alex,Gigi's,10
Alex,gimme,1
Alex,ginger,3
Alex,ginger+bread,6
Alex,gingerbread,7
Alex,giraffe,11
Alex,girl,7
Alex,girls,1
Alex,give,180
Alex,gives,1
Alex,giving,4
Alex,glass,5
Alex,glasses,14
Alex,glockenspiel,6
Alex,glove,6
Alex,gloves,1
Alex,glue,2
Alex,go,574
Alex,goats,5
Alex,gobble,7
Alex,god,14
Alex,God,21
Alex,godmother,1
Alex,goes,136
Alex,going,100
Alex,gold,8
Alex,goldenrod,2
Alex,gone,36
Alex,gonna,189
Alex,gonzo,1
Alex,good,375
Alex,goodbye,12
Alex,goofing,1
Alex,goose,8
Alex,gorgeous,1
Alex,gossip,1
Alex,got,44
Alex,got_to,1
Alex,gotta,21
Alex,grab,3
Alex,graham,3
Alex,graham+cracker,1
Alex,grammy,4
Alex,Grammy,21
Alex,Grammy's,4
Alex,grandpa's,1
Alex,grapes,5
Alex,grass,1
Alex,grasshopper,4
Alex,gravel,1
Alex,gray,7
Alex,great,17
Alex,green,236
Alex,greens,2
Alex,greet,3
Alex,Greg,1
Alex,grey,1
Alex,grilled,1
Alex,grin,1
Alex,grins,1
Alex,gross,5
Alex,grouch,1
Alex,grouches,2
Alex,grouchy,5
Alex,Grover,17
Alex,Grover's,1
Alex,grow,2
Alex,growing,1
Alex,grown,1
Alex,grumpy,1
Alex,guess,13
Alex,guessing,2
Alex,guitar,3
Alex,gum,8
Alex,gun,1
Alex,guy,8
Alex,guys,3
Alex,gym,2
Alex,h@l,16
Alex,ha,7
Alex,habit,1
Alex,had,53
Alex,hafta,15
Alex,haha,2
Alex,hair,21
Alex,hair's,1
Alex,hair+piece,1
Alex,haircut,3
Alex,haircuts,1
Alex,half,8
Alex,Halloween,1
Alex,hammer,6
Alex,hammering,1
Alex,Hancock,1
Alex,hand,37
Alex,handkerchief,2
Alex,handles,1
Alex,hands,21
Alex,hanging,4
Alex,hankie,1
Alex,happen,3
Alex,happened,68
Alex,happens,3
Alex,happy,31
Alex,hard,6
Alex,harder,1
Alex,Harry,3
Alex,has,68
Alex,hasn't,4
Alex,hat,50
Alex,hat's,1
Alex,hatch,1
Alex,hate,3
Alex,hats,6
Alex,have,380
Alex,have_to,305
Alex,haven't,10
Alex,having,8
Alex,hawuba@o,1
Alex,hay,2
Alex,he,258
Alex,he'd,1
Alex,he'll,5
Alex,he's,109
Alex,head,40
Alex,head's,1
Alex,hear,25
Alex,heard,5
Alex,hearing,1
Alex,heart,20
Alex,heat,1
Alex,heck,7
Alex,heehee,2
Alex,height,1
Alex,helicopter,7
Alex,hell,1
Alex,hello,49
Alex,help,146
Alex,helper,2
Alex,helping,9
Alex,helps,3
Alex,Henry,3
Alex,hens,5
Alex,her,77
Alex,here,886
Alex,here's,250
Alex,hers,1
Alex,herself,2
Alex,hey,22
Alex,hi,121
Alex,hide,4
Alex,hiding,4
Alex,high,2
Alex,higher,3
Alex,hill,2
Alex,him,87
Alex,himself,2
Alex,hippety,2
Alex,his,88
Alex,hit,10
Alex,hitting,4
Alex,hm,69
Alex,ho,1
Alex,hoarse,1
Alex,hockey,2
Alex,hoe,1
Alex,hold,29
Alex,holding,4
Alex,hole,1
Alex,holes,4
Alex,holiday,3
Alex,holy,2
Alex,home,23
Alex,hon,2
Alex,honey,277
Alex,honk,1
Alex,hoo@o,8
Alex,hood,1
Alex,hook,1
Alex,hooray,19
Alex,hop,2
Alex,hop+scotch,2
Alex,hope,11
Alex,hoppity,6
Alex,horn,5
Alex,horse,14
Alex,horses,5
Alex,horsie,14
Alex,horsies,1
Alex,hospital,2
Alex,hot,20
Alex,hotel,1
Alex,hour,1
Alex,hours,1
Alex,house,20
Alex,how,499
Alex,how'd,3
Alex,how's,45
Alex,hug,12
Alex,huge,3
Alex,hugging,2
Alex,huh,101
Alex,hum,28
Alex,hundred,1
Alex,hung,4
Alex,hungry,7
Alex,hurray,10
Alex,hurricane,3
Alex,hurry,7
Alex,hurt,14
Alex,hurting,1
Alex,I,1315
Alex,I'd,3
Alex,I'll,247
Alex,I'm,199
Alex,I've,5
Alex,i@l,19
Alex,ice,17
Alex,ice+cream,7
Alex,idea,8
Alex,if,104
Alex,ignore,4
Alex,ignoring,1
Alex,iguana,1
Alex,imagine,1
Alex,immediately,1
Alex,important,1
Alex,in,603
Alex,inch,2
Alex,inside,12
Alex,instead,6
Alex,instruction,1
Alex,instructional,1
Alex,interested,3
Alex,into,12
Alex,iron,1
Alex,is,926
Alex,isn't,36
Alex,it,1759
Alex,It,1
Alex,it'll,2
Alex,it's,457
Alex,Italian,1
Alex,its,4
Alex,itscoletees@c,1
Alex,j@l,19
Alex,J_C_Penney,1
Alex,jack+in+the+box,1
Alex,jam,2
Alex,jeans,1
Alex,Jeep,2
Alex,jeez,4
Alex,Jeff,8
Alex,jello,2
Alex,Jello,1
Alex,jelly,8
Alex,jellyfish,1
Alex,Jerry,5
Alex,Jessica,4
Alex,jiggle,1
Alex,Jimbo,1
Alex,Joanne's,1
Alex,job,48
Alex,Joe,4
Alex,Joey,23
Alex,Joey's,4
Alex,John,1
Alex,joins,3
Alex,Jojo,1
Alex,juice,16
Alex,juices,1
Alex,juicy,1
Alex,Julie,1
Alex,jump,10
Alex,jumps,19
Alex,jungle,2
Alex,junk,3
Alex,just,228
Alex,k@l,11
Alex,kangaroo,3
Alex,keep,39
Alex,keeper,4
Alex,keeps,7
Alex,kept,2
Alex,kerbunk@o,1
Alex,kerplunk,1
Alex,key,6
Alex,keys,5
Alex,kick,8
Alex,kicker,1
Alex,kicking,1
Alex,kid,1
Alex,kiddie,1
Alex,kidding,2
Alex,kids,10
Alex,kill,1
Alex,kind,17
Alex,kiss,43
Alex,kissed,1
Alex,kisses,4
Alex,kissing,5
Alex,kissy,1
Alex,kitchen,4
Alex,kitten,3
Alex,kittens,1
Alex,kitties,1
Alex,kitty,17
Alex,kitty's,1
Alex,knee,1
Alex,knew,2
Alex,knife,13
Alex,knock,3
Alex,knocked,3
Alex,knot,1
Alex,know,274
Alex,known,1
Alex,knows,8
Alex,koosh,1
Alex,L,1
Alex,l@l,24
Alex,la,24
Alex,La,2
Alex,la@si,1
Alex,ladder,6
Alex,ladle,2
Alex,lady,1
Alex,lady+bug,2
Alex,ladybug,2
Alex,lamb,2
Alex,lamp,4
Alex,land,1
Alex,lands,2
Alex,lap,1
Alex,large,6
Alex,last,15
Alex,late,1
Alex,lately,1
Alex,later,30
Alex,latest,1
Alex,laugh,9
Alex,laughing,2
Alex,lavender,1
Alex,lawn,3
Alex,lay,3
Alex,lazy,1
Alex,lead,1
Alex,leaf,12
Alex,leakage,1
Alex,lean,4
Alex,learn,5
Alex,least,1
Alex,leave,32
Alex,leaves,8
Alex,leaving,4
Alex,left,25
Alex,leg,1
Alex,legs,3
Alex,lemme,2
Alex,lemon,2
Alex,leopard,3
Alex,let,294
Alex,let's,312
Alex,lets,1
Alex,letter,9
Alex,letters,1
Alex,lettuce,3
Alex,library,3
Alex,lick,1
Alex,licking,1
Alex,lid,3
Alex,lids,1
Alex,lift,11
Alex,light,28
Alex,lights,1
Alex,like,714
Alex,likes,17
Alex,Lily,16
Alex,Lily's,1
Alex,limousine,2
Alex,line,14
Alex,lines,1
Alex,lining,2
Alex,lint,1
Alex,lion,37
Alex,lips,2
Alex,lipstick,1
