item_id,Gloss,item_definition,category,trans,type,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
58,bébé chat,bébé chat,animals,NA,NA,0.03,0,0,0,0.1,0.25,0.12,0.21,0.28,0.4,0.31,0.35,0.59,0.43,0.41
59,bébé chien,bébé chien,animals,NA,NA,0.01,0.04,0,0.09,0.1,0.25,0.02,0.21,0.26,0.36,0.31,0.31,0.47,0.43,0.41
3,bê,bê,sounds,baa,word,0.19,0.15,0,0.36,0.38,0.54,0.51,0.58,0.59,0.69,0.59,0.73,0.53,0.6,0.62
3,bêê,bêê,sounds,baa,word,0.19,0.15,0,0.36,0.38,0.54,0.51,0.58,0.59,0.69,0.59,0.73,0.53,0.6,0.62
3,bêê bêê,bêê bêê,sounds,NA,NA,0.19,0.15,0,0.36,0.38,0.54,0.51,0.58,0.59,0.69,0.59,0.73,0.53,0.6,0.62
3,bêê bêês,bêê bêês,sounds,baa,word,0.19,0.15,0,0.36,0.38,0.54,0.51,0.58,0.59,0.69,0.59,0.73,0.53,0.6,0.62
85,bête,bête,animals,tiny beast,word,0,0.04,0,0,0.1,0.12,0.12,0.18,0.2,0.36,0.41,0.27,0.53,0.46,0.41
149,bac à sable,bac à sable,outside,Sandbox,word,0.01,0,0,0,0,0,0.05,0.08,0.15,0.12,0.09,0.15,0.18,0.37,0.31
149,bac à sable,bac à  sable,outside,NA,NA,0.01,0,0,0,0,0,0.05,0.08,0.15,0.12,0.09,0.15,0.18,0.37,0.31
285,baguette,baguette,food_drink,NA,NA,0.03,0,0,0.09,0.05,0.05,0.02,0.25,0.15,0.12,0.03,0.15,0.09,0.23,0.21
358,baignoire,baignoire,furniture_rooms,NA,NA,0.03,0.08,0,0,0.15,0.11,0.27,0.2,0.37,0.57,0.41,0.54,0.65,0.8,0.76
16,bain,bain,games_routines,NA,NA,0.24,0.31,0,0.73,0.55,0.7,0.8,0.83,0.84,0.93,0.81,0.81,0.91,0.91,1
205,balai,balai,household,NA,NA,0.06,0,0,0.36,0.25,0.3,0.39,0.45,0.49,0.62,0.56,0.62,0.76,0.89,0.83
205,balai,balais,household,broom,word,0.06,0,0,0.36,0.25,0.3,0.39,0.45,0.49,0.62,0.56,0.62,0.76,0.89,0.83
150,balanàçoire,balanàçoire,outside,NA,NA,0.01,0.04,0,0.18,0.07,0.2,0.41,0.23,0.39,0.5,0.41,0.58,0.62,0.77,0.69
150,balanàçoire,balançoire,outside,swing,word,0.01,0.04,0,0.18,0.08,0.2,0.41,0.23,0.39,0.5,0.41,0.58,0.62,0.77,0.69
