language,uni_lemma,lexical_category,frequency,MLU,final_frequency,solo_frequency,num_phons,concreteness,valence,arousal,babiness,measure,age,num_true,num_false,unscaled_age,total,prop
English (American),potty,nouns,-0.5622445155921497,0.5049447229688073,0.48526555490052137,-0.2974213346622395,0.13943746412594538,-0.03574185936176459,-1.5715773786359077,-1.308895538734206,1.4744780689292494,understands,1.580955944324503,57,27,18,84,0.6785714285714286
English (American),pretty,predicates,0.7266934066170108,-0.9317896206656247,-0.25117973229958906,0.3821338920870687,0.84500300148427,-1.7966797058762303,1.556521943248183,1.8248740045819913,0.8618839407514427,understands,1.580955944324503,43,41,18,84,0.5119047619047619
English (American),puppy,nouns,-0.1701502368086636,-0.7373233775091566,0.09522520688299474,0.950783389417005,0.13943746412594538,0.6399668491844839,1.6941216201639047,2.2239308003600837,0.14101736195833084,understands,0.6323823777298012,66,55,15,121,0.5454545454545454
English (American),purse,nouns,-1.185043176443643,0.4953271846554117,0.1797408996916044,-0.49079229143087433,-0.5661280732323791,0.7628229780110747,-0.04880762076857924,-0.8628908846292792,-1.2881789855619257,understands,1.580955944324503,58,26,18,84,0.6904761904761905
English (American),push,predicates,0.5565989728633882,-0.2501181328890005,-1.6335180417130006,0.9959167829469802,-0.5661280732323791,0.05640023725817823,-0.5625130812539435,0.5338079005940451,0.08728817603296744,understands,1.2647647554596024,47,31,17,78,0.6025641025641025
English (American),put,predicates,1.9951586751261603,0.9118594818728998,-4.201508876876023,-1.7426685692013015,-0.5661280732323791,-1.6942995985207379,-0.8377124350853882,-0.09998818681822003,-1.3383262258257946,understands,1.580955944324503,46,38,18,84,0.5476190476190477
English (American),quack quack,other,-0.32226539841472984,-1.3647203067436753,-0.2943721093940808,0.6117004083473001,2.961699613559243,-0.2302640633371997,0.09796536794152484,0.06432931732570059,-0.7365593426593705,understands,0,403,367,13,770,0.5233766233766234
English (American),rain,nouns,-0.19770526118366155,0.45443677571074986,0.075695052461188,-0.21016514382161464,-0.5661280732323791,0.8344890531599185,0.5291110222774549,-0.7689951679756103,-0.9037168100384418,understands,1.580955944324503,50,34,18,84,0.5952380952380952
English (American),raisin,nouns,-0.7442386191458978,-0.5239113829945375,0.010891166475363362,0.5502386764993645,0.84500300148427,0.8344890531599185,0.0429254971752354,-0.3464644430341007,-0.7867065829232391,understands,1.580955944324503,47,37,18,84,0.5595238095238095
English (American),read,predicates,0.9787013100378702,0.5527110075096651,-0.8823209109021404,-0.7955742599573455,-0.5661280732323791,-0.6090704605525209,0.6667106991931777,-0.28777962012555736,0.3347680627954695,understands,0.9485735665947017,50,38,16,88,0.5681818181818182
